序号,学校名称,主管部门,省份,城市,985,211,双一流,类型,层次,性质,状态
2345,宝鸡职业技术学院,陕西省,陕西,宝鸡,,,,综合,专科,公办,本省未招生
2346,陕西航空职业技术学院,陕西省,陕西,汉中,,,,理工,专科,公办,本省未招生
2347,陕西邮电职业技术学院,陕西省,陕西,咸阳,,,,理工,专科,公办,本省未招生
2348,陕西经济管理职业技术学院,陕西省,陕西,西安,,,,0,专科,公办,本省未招生
2349,西安铁路职业技术学院,陕西省,陕西,西安,,,,理工,专科,公办,成功
2350,咸阳职业技术学院,陕西省,陕西,咸阳,,,,综合,专科,公办,本省未招生
2351,西安职业技术学院,陕西省,陕西,西安,,,,综合,专科,公办,本省未招生
2352,商洛职业技术学院,陕西省,陕西,商洛,,,,综合,专科,公办,成功
2353,汉中职业技术学院,陕西省,陕西,汉中,,,,综合,专科,公办,本省未招生
2354,延安职业技术学院,陕西省,陕西,延安,,,,综合,专科,公办,本省未招生
2355,渭南职业技术学院,陕西省,陕西,渭南,,,,综合,专科,公办,本省未招生
2356,安康职业技术学院,陕西省,陕西,安康,,,,综合,专科,公办,本省未招生
2357,铜川职业技术学院,陕西省,陕西,铜川,,,,综合,专科,公办,本省未招生
2358,陕西青年职业学院,陕西省,陕西,西安,,,,综合,专科,公办,本省未招生
2359,陕西工商职业学院,陕西省,陕西,西安,,,,综合,专科,公办,成功
2360,榆林职业技术学院,陕西省,陕西,榆林,,,,理工,专科,公办,本省未招生
2361,陕西艺术职业学院,陕西省,陕西,西安,,,,艺术,专科,公办,本省未招生
2362,神木职业技术学院,陕西省,陕西,榆林,,,,0,专科,公办,本省未招生
2363,陕西机电职业技术学院,陕西省,陕西,宝鸡,,,,理工,专科,公办,本省未招生
2364,定西师范高等专科学校,甘肃省,甘肃,定西,,,,0,专科,公办,本省未招生
2365,甘肃建筑职业技术学院,甘肃省,甘肃,兰州,,,,理工,专科,公办,成功
2366,兰州职业技术学院,甘肃省,甘肃,兰州,,,,综合,专科,公办,本省未招生
2367,甘肃交通职业技术学院,甘肃省,甘肃,兰州,,,,理工,专科,公办,本省未招生
2368,甘肃农业职业技术学院,甘肃省,甘肃,兰州,,,,农林,专科,公办,本省未招生
2369,甘肃畜牧工程职业技术学院,甘肃省,甘肃,武威,,,,农林,专科,公办,本省未招生
2370,甘肃钢铁职业技术学院,甘肃省,甘肃,嘉峪关,,,,理工,专科,公办,本省未招生
2371,甘肃有色冶金职业技术学院,甘肃省,甘肃,金昌,,,,理工,专科,公办,本省未招生
2372,白银矿冶职业技术学院,甘肃省,甘肃,白银,,,,理工,专科,公办,本省未招生
2373,甘肃卫生职业学院,甘肃省,甘肃,兰州,,,,医药,专科,公办,本省未招生
2374,庆阳职业技术学院,甘肃省,甘肃,庆阳,,,,0,专科,公办,本省未招生
2375,临夏现代职业学院,甘肃省,甘肃,临夏,,,,0,专科,公办,本省未招生
2376,兰州现代职业学院,甘肃省,甘肃,兰州,,,,综合,专科,公办,本省未招生
2377,平凉职业技术学院,甘肃省,甘肃,平凉,,,,综合,专科,公办,本省未招生
2378,培黎职业学院,甘肃省,甘肃,张掖,,,,0,专科,公办,本省未招生
2379,兰州航空职业技术学院,甘肃省,甘肃,兰州,,,,0,专科,公办,本省未招生
2380,甘肃财贸职业学院,甘肃省,甘肃,兰州,,,,财经,专科,公办,本省未招生
2381,青海卫生职业技术学院,青海省,青海,西宁,,,,医药,专科,公办,本省未招生
2382,青海警官职业学院,青海省,青海,西宁,,,,政法,专科,公办,本省未招生
2383,青海农牧科技职业学院,青海省,青海,西宁,,,,农林,专科,公办,本省未招生
2384,青海建筑职业技术学院,青海省,青海,西宁,,,,理工,专科,公办,本省未招生
2385,西宁城市职业技术学院,青海省,青海,西宁,,,,综合,专科,公办,本省未招生
2386,青海高等职业技术学院,青海省,青海,海东,,,,综合,专科,公办,本省未招生
2387,青海柴达木职业技术学院,青海省,青海,海西,,,,0,专科,公办,本省未招生
2388,宁夏民族职业技术学院,宁夏回族自治区,宁夏,吴忠,,,,综合,专科,公办,本省未招生
2389,宁夏工业职业学院,宁夏回族自治区,宁夏,银川,,,,0,专科,公办,本省未招生
2390,宁夏财经职业技术学院,宁夏回族自治区,宁夏,银川,,,,财经,专科,公办,本省未招生
2391,宁夏警官职业学院,宁夏回族自治区,宁夏,银川,,,,政法,专科,公办,本省未招生
2392,宁夏建设职业技术学院,宁夏回族自治区,宁夏,银川,,,,理工,专科,公办,本省未招生
2393,宁夏葡萄酒与防沙治沙职业技术学院,宁夏回族自治区,宁夏,银川,,,,0,专科,公办,本省未招生
2394,宁夏幼儿师范高等专科学校,宁夏回族自治区,宁夏,银川,,,,师范,专科,公办,本省未招生
2395,宁夏艺术职业学院,宁夏回族自治区,宁夏,银川,,,,0,专科,公办,本省未招生
2396,宁夏体育职业学院,宁夏回族自治区,宁夏,银川,,,,0,专科,公办,本省未招生
2397,石嘴山工贸职业技术学院,宁夏回族自治区,宁夏,石嘴山,,,,0,专科,公办,本省未招生
2398,乌鲁木齐职业技术学院,新疆维吾尔自治区,新疆,乌鲁木齐,,,,0,专科,公办,本省未招生
2399,克拉玛依职业技术学院,新疆维吾尔自治区,新疆,克拉玛依,,,,理工,专科,公办,本省未招生
2400,新疆机电职业技术学院,新疆维吾尔自治区,新疆,乌鲁木齐,,,,0,专科,公办,本省未招生
2401,新疆轻工职业技术学院,新疆维吾尔自治区,新疆,乌鲁木齐,,,,理工,专科,公办,本省未招生
2402,昌吉职业技术学院,新疆维吾尔自治区,新疆,昌吉,,,,理工,专科,公办,本省未招生
2403,伊犁职业技术学院,新疆维吾尔自治区,新疆,伊犁,,,,农林,专科,公办,本省未招生
2404,阿克苏职业技术学院,新疆维吾尔自治区,新疆,阿克苏,,,,综合,专科,公办,成功
2405,巴音郭楞职业技术学院,新疆维吾尔自治区,新疆,巴音郭楞,,,,综合,专科,公办,本省未招生
2406,新疆建设职业技术学院,新疆维吾尔自治区,新疆,乌鲁木齐,,,,理工,专科,公办,本省未招生
2407,新疆石河子职业技术学院,新疆生产建设兵团,新疆,石河子,,,,综合,专科,公办,本省未招生
2408,新疆职业大学,新疆维吾尔自治区,新疆,乌鲁木齐,,,,综合,专科,公办,本省未招生
2409,新疆体育职业技术学院,新疆维吾尔自治区,新疆,乌鲁木齐,,,,0,专科,公办,本省未招生
2410,新疆应用职业技术学院,新疆维吾尔自治区,新疆,伊犁,,,,综合,专科,公办,本省未招生
2411,新疆师范高等专科学校,新疆维吾尔自治区,新疆,乌鲁木齐,,,,师范,专科,公办,本省未招生
2412,新疆铁道职业技术学院,新疆维吾尔自治区,新疆,乌鲁木齐,,,,理工,专科,公办,本省未招生
2413,新疆生产建设兵团兴新职业技术学院,新疆生产建设兵团,新疆,乌鲁木齐,,,,0,专科,公办,本省未招生
2414,哈密职业技术学院,新疆维吾尔自治区,新疆,哈密,,,,0,专科,公办,本省未招生
2415,吐鲁番职业技术学院,新疆维吾尔自治区,新疆,吐鲁番,,,,综合,专科,公办,成功
2416,博尔塔拉职业技术学院,新疆维吾尔自治区,新疆,博尔塔拉,,,,0,专科,公办,本省未招生
2417,和田职业技术学院,新疆维吾尔自治区,新疆,和田,,,,0,专科,公办,成功
2418,石河子工程职业技术学院,新疆生产建设兵团,新疆,石河子,,,,0,专科,公办,本省未招生
2419,喀什职业技术学院,新疆维吾尔自治区,新疆,喀什,,,,理工,专科,公办,成功
2420,克孜勒苏职业技术学院,新疆维吾尔自治区,新疆,克孜勒苏,,,,0,专科,公办,本省未招生
2421,阿勒泰职业技术学院,新疆维吾尔自治区,新疆,阿勒泰,,,,0,专科,公办,成功
2422,塔城职业技术学院,新疆维吾尔自治区,新疆,塔城,,,,0,专科,公办,成功
2423,塔里木职业技术学院,新疆生产建设兵团,新疆,阿拉尔,,,,0,专科,公办,成功
2424,新疆工业职业技术学院,新疆维吾尔自治区,新疆,乌鲁木齐,,,,综合,专科,公办,本省未招生
2425,铁门关职业技术学院,新疆生产建设兵团,新疆,铁门关,,,,0,专科,公办,本省未招生
2426,重庆五一职业技术学院,重庆市,重庆,重庆,,,,0,专科,公办,本省未招生
2427,河北资源环境职业技术学院,河北省,河北,石家庄,,,,0,专科,公办,本省未招生
2428,常州幼儿师范高等专科学校,江苏省,江苏,常州,,,,0,专科,公办,本省未招生
2429,益阳师范高等专科学校,湖南省,湖南,益阳,,,,0,专科,公办,本省未招生
2430,娄底幼儿师范高等专科学校,湖南省,湖南,娄底,,,,0,专科,公办,本省未招生
2431,吕梁师范高等专科学校,山西省,山西,吕梁,,,,0,专科,公办,本省未招生
2432,南阳工艺美术职业学院,河南省,河南,南阳,,,,0,专科,公办,本省未招生
2433,濮阳科技职业学院,河南省,河南,濮阳,,,,0,专科,公办,本省未招生
2434,商丘幼儿师范高等专科学校,河南省,河南,商丘,,,,0,专科,公办,本省未招生
2435,周口理工职业学院,河南省,河南,周口,,,,0,专科,公办,本省未招生
2436,上海科创职业技术学院,上海市,上海,上海,,,,0,专科,公办,成功
2437,上海闵行职业技术学院,上海市,上海,上海,,,,0,专科,公办,成功
2438,上海现代化工职业学院,上海市,上海,上海,,,,0,专科,公办,成功
2439,上海建设管理职业技术学院,上海市,上海,上海,,,,0,专科,公办,成功
2440,玉溪职业技术学院,云南省,云南,玉溪,,,,0,专科,公办,本省未招生
2441,保山职业学院,云南省,云南,保山,,,,0,专科,公办,本省未招生
2442,昭通职业学院,云南省,云南,昭通,,,,0,专科,公办,本省未招生
2443,衡水健康科技职业学院,河北省,河北,衡水,,,,0,专科,公办,本省未招生
2444,秦皇岛工业职业技术学院,河北省,河北,秦皇岛,,,,0,专科,公办,本省未招生
2445,贵州体育职业学院,贵州省,贵州,贵阳,,,,0,专科,公办,无效数据
2446,文山职业技术学院,云南省,云南,文山,,,,0,专科,公办,本省未招生
2447,丽江职业技术学院,云南省,云南,丽江,,,,0,专科,公办,本省未招生
2448,香格里拉职业学院,云南省,云南,迪庆,,,,0,专科,公办,本省未招生
2449,宁夏卫生健康职业技术学院,宁夏回族自治区,宁夏,石嘴山,,,,0,专科,公办,本省未招生
2450,新疆司法警官职业学院,新疆维吾尔自治区,新疆,乌鲁木齐,,,,0,专科,公办,本省未招生
2451,阿克苏工业职业技术学院,新疆维吾尔自治区,新疆,阿克苏,,,,0,专科,公办,本省未招生
2452,吉安幼儿师范高等专科学校,江西省,江西,吉安,,,,0,专科,公办,无效数据
2453,上饶卫生健康职业学院,江西省,江西,上饶,,,,0,专科,公办,成功
2454,山东城市服务职业学院,山东省,山东,烟台,,,,0,专科,公办,本省未招生
2455,常德科技职业技术学院,湖南省,湖南,常德,,,,0,专科,公办,本省未招生
2456,邵阳工业职业技术学院,湖南省,湖南,邵阳,,,,0,专科,公办,成功
2457,广西质量工程职业技术学院,广西壮族自治区,广西,南宁,,,,0,专科,公办,成功
2458,定西职业技术学院,甘肃省,甘肃,定西,,,,0,专科,公办,本省未招生
2459,喀什理工职业技术学院,新疆维吾尔自治区,新疆,喀什,,,,0,专科,公办,成功
2460,图木舒克职业技术学院,新疆生产建设兵团,新疆,图木舒克,,,,0,专科,公办,本省未招生
2461,可克达拉职业技术学院,新疆生产建设兵团,新疆,可克达拉,,,,0,专科,公办,本省未招生
2462,新星职业技术学院,新疆生产建设兵团,新疆,新星,,,,0,专科,公办,本省未招生
2463,昆玉职业技术学院,新疆生产建设兵团,新疆,昆玉,,,,0,专科,公办,本省未招生
2464,襄阳科技职业学院,湖北省,湖北,襄阳,,,,0,专科,公办,本省未招生
2465,宜昌科技职业学院,湖北省,湖北,宜昌,,,,0,专科,公办,本省未招生
2466,上海浦东职业技术学院,上海市,上海,上海,,,,0,专科,公办,成功
2467,江苏司法警官职业学院,江苏省,江苏,南京,,,,0,专科,公办,本省未招生
2468,深圳城市职业学院,广东省,广东,深圳,,,,0,专科,公办,本省未招生
2469,宁夏交通职业技术学院,宁夏回族自治区,宁夏,银川,,,,0,专科,公办,本省未招生
2470,贵州传媒职业学院,贵州省,贵州,贵阳,,,,0,专科,公办,成功
2471,贵州生态能源职业学院,贵州省,贵州,贵阳,,,,0,专科,公办,本省未招生
2472,黔东南理工职业学院,贵州省,贵州,黔东南,,,,0,专科,公办,本省未招生
2473,盐城农业科技职业学院,江苏省,江苏,盐城,,,,0,专科,公办,本省未招生
2474,宿迁幼儿师范高等专科学校,江苏省,江苏,宿迁,,,,0,专科,公办,本省未招生
2475,无锡师范高等专科学校,江苏省,江苏,无锡,,,,0,专科,公办,成功
2476,烟台卫生健康职业学院,山东省,山东,烟台,,,,0,专科,公办,本省未招生
2477,山东文化艺术职业学院,山东省,山东,德州,,,,0,专科,公办,本省未招生
2478,驻马店农业工程职业学院,河南省,河南,驻马店,,,,0,专科,公办,本省未招生
2479,荆门通用航空职业技术学院,湖北省,湖北,荆门,,,,0,专科,公办,本省未招生
2480,怀化工商职业技术学院,湖南省,湖南,怀化,,,,0,专科,公办,无效数据
2481,湘潭科技职业学院,湖南省,湖南,湘潭,,,,0,专科,公办,无效数据
2482,玉林职业技术学院,广西壮族自治区,广西,玉林,,,,0,专科,公办,本省未招生
2483,广西智能制造职业技术学院,广西壮族自治区,广西,柳州,,,,0,专科,公办,本省未招生
2484,海口旅游职业学院,海南省,海南,海口,,,,0,专科,公办,无效数据
2485,海南艺术职业学院,海南省,海南,海口,,,,0,专科,公办,无效数据
2486,西昌医学高等专科学校,四川省,四川,西昌,,,,0,专科,公办,本省未招生
2487,怒江职业技术学院,云南省,云南,怒江,,,,0,专科,公办,本省未招生
2488,临沧职业学院,云南省,云南,临沧,,,,0,专科,公办,本省未招生
2489,云南工业信息职业学院,云南省,云南,曲靖,,,,0,专科,公办,本省未招生
2490,双河职业技术学院,新疆生产建设兵团,新疆,双河,,,,0,专科,公办,本省未招生
2491,江西电子信息职业技术学院,江西省,江西,,,,,,专科,公办,本省未招生
2492,四平现代职业学院,吉林省,吉林,四平,,,,,专科,公办,本省未招生
2493,常州铁道职业技术学院,江苏省,江苏,常州,,,,,专科,公办,无效数据
2494,苏州旅游职业学院,江苏省,江苏,苏州,,,,,专科,公办,无效数据
2495,南通卫生健康职业学院,江苏省,江苏,南通,,,,,专科,公办,无效数据
2496,六安应用科技职业学院,安徽省,安徽,六安,,,,,专科,公办,本省未招生
2497,集美工业职业学院,福建省,福建,厦门,,,,,专科,公办,无效数据
2498,九江卫生健康职业学院,江西省,江西,九江,,,,,专科,公办,本省未招生
2499,新余职业技术学院,江西省,江西,新余,,,,,专科,公办,本省未招生
2500,聊城科技职业学院,山东省,山东,聊城,,,,,专科,公办,本省未招生
2501,重庆农业职业学院,重庆市,重庆,重庆,,,,,专科,公办,本省未招生
2502,宜宾工业职业技术学院,四川省,四川,宜宾,,,,,专科,公办,本省未招生
2503,宜宾医药健康职业学院,四川省,四川,宜宾,,,,,专科,公办,本省未招生
2504,日喀则职业技术学院,西藏自治区,西藏,日喀则,,,,,专科,公办,本省未招生
2505,阜康职业技术学院,新疆维吾尔自治区,新疆,昌吉,,,,,专科,公办,本省未招生
2506,北京北大方正软件职业技术学院,北京市教委,北京,北京,,,,0,专科,民办,成功
2507,北京经贸职业学院,北京市教委,北京,北京,,,,0,专科,民办,成功
2508,北京经济技术职业学院,北京市教委,北京,北京,,,,0,专科,民办,成功
2509,北京汇佳职业学院,北京市教委,北京,北京,,,,0,专科,民办,成功
2510,北京科技经营管理学院,北京市教委,北京,北京,,,,0,专科,民办,本省未招生
2511,北京科技职业学院,北京市教委,北京,北京,,,,综合,专科,民办,成功
2512,北京培黎职业学院,北京市教委,北京,北京,,,,0,专科,民办,成功
2513,北京艺术传媒职业学院,北京市教委,北京,北京,,,,0,专科,民办,本省未招生
2514,北京网络职业学院,北京市教委,北京,北京,,,,0,专科,民办,本省未招生
2515,天津滨海汽车工程职业学院,天津市教委,天津,天津,,,,0,专科,民办,本省未招生
2516,石家庄工程职业学院,河北省教育厅,河北,石家庄,,,,理工,专科,民办,本省未招生
2517,石家庄城市经济职业学院,河北省教育厅,河北,石家庄,,,,0,专科,民办,本省未招生
2518,石家庄财经职业学院,河北省教育厅,河北,石家庄,,,,财经,专科,民办,本省未招生
2519,石家庄工商职业学院,河北省教育厅,河北,石家庄,,,,0,专科,民办,本省未招生
2520,石家庄理工职业学院,河北省教育厅,河北,石家庄,,,,0,专科,民办,本省未招生
2521,石家庄科技信息职业学院,河北省教育厅,河北,石家庄,,,,理工,专科,民办,本省未招生
2522,石家庄医学高等专科学校,河北省教育厅,河北,石家庄,,,,医药,专科,民办,成功
2523,石家庄经济职业学院,河北省教育厅,河北,石家庄,,,,综合,专科,民办,本省未招生
2524,石家庄人民医学高等专科学校,河北省教育厅,河北,石家庄,,,,0,专科,民办,本省未招生
2525,石家庄科技职业学院,河北省教育厅,河北,石家庄,,,,0,专科,民办,本省未招生
2526,渤海理工职业学院,河北省教育厅,河北,沧州,,,,0,专科,民办,本省未招生
2527,曹妃甸职业技术学院,河北省教育厅,河北,唐山,,,,0,专科,民办,本省未招生
2528,唐山海运职业学院,河北省教育厅,河北,唐山,,,,0,专科,民办,本省未招生
2529,邢台应用技术职业学院,河北省教育厅,河北,邢台,,,,0,专科,民办,成功
2530,山西信息职业技术学院,山西省教育厅,山西,临汾,,,,0,专科,民办,本省未招生
2531,山西同文职业技术学院,山西省教育厅,山西,晋中,,,,0,专科,民办,成功
2532,山西华澳商贸职业学院,山西省教育厅,山西,晋中,,,,0,专科,民办,本省未招生
2533,山西老区职业技术学院,山西省教育厅,山西,太原,,,,0,专科,民办,本省未招生
2534,内蒙古丰州职业学院,内蒙古自治区教育厅,内蒙古,呼和浩特,,,,0,专科,民办,本省未招生
2535,内蒙古科技职业学院,内蒙古自治区教育厅,内蒙古,呼和浩特,,,,0,专科,民办,本省未招生
2536,内蒙古北方职业技术学院,内蒙古自治区教育厅,内蒙古,呼和浩特,,,,0,专科,民办,成功
2537,赤峰职业技术学院,内蒙古自治区教育厅,内蒙古,赤峰,,,,0,专科,民办,本省未招生
2538,内蒙古经贸外语职业学院,内蒙古自治区教育厅,内蒙古,呼和浩特,,,,0,专科,民办,本省未招生
2539,内蒙古工业职业学院,内蒙古自治区教育厅,内蒙古,呼和浩特,,,,0,专科,民办,本省未招生
2540,内蒙古能源职业学院,内蒙古自治区教育厅,内蒙古,呼和浩特,,,,0,专科,民办,本省未招生
2541,内蒙古美术职业学院,内蒙古自治区教育厅,内蒙古,巴彦淖尔,,,,0,专科,民办,本省未招生
2542,大连商务职业学院,辽宁省教育厅,辽宁,大连,,,,0,专科,民办,本省未招生
2543,辽宁广告职业学院,辽宁省教育厅,辽宁,沈阳,,,,0,专科,民办,本省未招生
2544,大连软件职业学院,辽宁省教育厅,辽宁,大连,,,,0,专科,民办,本省未招生
2545,大连翻译职业学院,辽宁省教育厅,辽宁,大连,,,,0,专科,民办,本省未招生
2546,大连枫叶职业技术学院,辽宁省教育厅,辽宁,大连,,,,0,专科,民办,本省未招生
2547,大连航运职业技术学院,辽宁省教育厅,辽宁,大连,,,,0,专科,民办,本省未招生
2548,大连装备制造职业技术学院,辽宁省教育厅,辽宁,大连,,,,0,专科,民办,本省未招生
2549,大连汽车职业技术学院,辽宁省教育厅,辽宁,大连,,,,0,专科,民办,本省未招生
2550,沈阳北软信息职业技术学院,辽宁省教育厅,辽宁,沈阳,,,,0,专科,民办,本省未招生
2551,长春东方职业学院,吉林省教育厅,吉林,长春,,,,0,专科,民办,本省未招生
2552,长春信息技术职业学院,吉林省教育厅,吉林,长春,,,,0,专科,民办,本省未招生
2553,吉林科技职业技术学院,吉林省教育厅,吉林,长春,,,,0,专科,民办,本省未招生
2554,吉林城市职业技术学院,吉林省教育厅,吉林,长春,,,,0,专科,民办,本省未招生
2555,吉林职业技术学院,吉林省教育厅,吉林,延边,,,,0,专科,民办,成功
2556,长春健康职业学院,吉林省教育厅,吉林,长春,,,,0,专科,民办,本省未招生
2557,长春早期教育职业学院,吉林省教育厅,吉林,长春,,,,0,专科,民办,成功
2558,梅河口康美职业技术学院,吉林省教育厅,吉林,通化,,,,0,专科,民办,本省未招生
2559,哈尔滨传媒职业学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,专科,民办,成功
2560,哈尔滨城市职业学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,专科,民办,本省未招生
2561,黑龙江三江美术职业学院,黑龙江省教育厅,黑龙江,佳木斯,,,,0,专科,民办,成功
2562,哈尔滨应用职业技术学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,专科,民办,本省未招生
2563,齐齐哈尔理工职业学院,黑龙江省教育厅,黑龙江,齐齐哈尔,,,,0,专科,民办,本省未招生
2564,哈尔滨北方航空职业技术学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,专科,民办,成功
2565,上海东海职业技术学院,上海市教委,上海,上海,,,,综合,专科,民办,成功
2566,上海工商职业技术学院,上海市教委,上海,上海,,,,综合,专科,民办,成功
2567,上海震旦职业学院,上海市教委,上海,上海,,,,综合,专科,民办,成功
2568,上海民远职业技术学院,上海市教委,上海,上海,,,,0,专科,民办,成功
2569,上海欧华职业技术学院,上海市教委,上海,上海,,,,0,专科,民办,本省未招生
2570,上海思博职业技术学院,上海市教委,上海,上海,,,,0,专科,民办,成功
2571,上海济光职业技术学院,上海市教委,上海,上海,,,,0,专科,民办,成功
2572,上海工商外国语职业学院,上海市教委,上海,上海,,,,语言,专科,民办,成功
2573,上海邦德职业技术学院,上海市教委,上海,上海,,,,0,专科,民办,成功
2574,上海电影艺术职业学院,上海市教委,上海,上海,,,,艺术,专科,民办,成功
2575,上海中华职业技术学院,上海市教委,上海,上海,,,,0,专科,民办,成功
2576,明达职业技术学院,江苏省教育厅,江苏,盐城,,,,0,专科,民办,成功
2577,九州职业技术学院,江苏省教育厅,江苏,徐州,,,,0,专科,民办,成功
2578,硅湖职业技术学院,江苏省教育厅,江苏,苏州,,,,0,专科,民办,成功
2579,应天职业技术学院,江苏省教育厅,江苏,南京,,,,0,专科,民办,本省未招生
2580,苏州托普信息职业技术学院,江苏省教育厅,江苏,苏州,,,,0,专科,民办,无效数据
2581,太湖创意职业技术学院,江苏省教育厅,江苏,无锡,,,,0,专科,民办,成功
2582,炎黄职业技术学院,江苏省教育厅,江苏,淮安,,,,0,专科,民办,成功
2583,正德职业技术学院,江苏省教育厅,江苏,南京,,,,0,专科,民办,成功
2584,钟山职业技术学院,江苏省教育厅,江苏,南京,,,,0,专科,民办,成功
2585,无锡南洋职业技术学院,江苏省教育厅,江苏,无锡,,,,综合,专科,民办,成功
2586,江南影视艺术职业学院,江苏省教育厅,江苏,无锡,,,,艺术,专科,民办,成功
2587,金肯职业技术学院,江苏省教育厅,江苏,南京,,,,0,专科,民办,成功
2588,建东职业技术学院,江苏省教育厅,江苏,常州,,,,0,专科,民办,成功
2589,江海职业技术学院,江苏省教育厅,江苏,扬州,,,,0,专科,民办,成功
2590,金山职业技术学院,江苏省教育厅,江苏,镇江,,,,0,专科,民办,成功
2591,昆山登云科技职业学院,江苏省教育厅,江苏,苏州,,,,0,专科,民办,成功
2592,南京视觉艺术职业学院,江苏省教育厅,江苏,南京,,,,艺术,专科,民办,成功
2593,苏州高博职业学院,江苏省教育厅,江苏,苏州,,,,0,专科,民办,成功
2594,宿迁泽达职业技术学院,江苏省教育厅,江苏,宿迁,,,,0,专科,民办,成功
2595,扬州中瑞酒店职业学院,江苏省教育厅,江苏,扬州,,,,0,专科,民办,成功
2596,浙江育英职业技术学院,浙江省教育厅,浙江,杭州,,,,0,专科,民办,成功
2597,绍兴职业技术学院,浙江省教育厅,浙江,绍兴,,,,综合,专科,民办,成功
2598,浙江东方职业技术学院,浙江省教育厅,浙江,温州,,,,综合,专科,民办,成功
2599,浙江长征职业技术学院,浙江省教育厅,浙江,杭州,,,,0,专科,民办,成功
2600,嘉兴南洋职业技术学院,浙江省教育厅,浙江,嘉兴,,,,综合,专科,民办,成功
2601,杭州万向职业技术学院,浙江省教育厅,浙江,杭州,,,,0,专科,民办,成功
2602,浙江汽车职业技术学院,浙江省教育厅,浙江,台州,,,,0,专科,民办,成功
2603,浙江横店影视职业学院,浙江省教育厅,浙江,金华,,,,0,专科,民办,成功
2604,浙江宇翔职业技术学院,浙江省教育厅,浙江,湖州,,,,0,专科,民办,成功
2605,浙江金华科贸职业技术学院,浙江省教育厅,浙江,金华,,,,0,专科,民办,成功
2606,民办万博科技职业学院,安徽省教育厅,安徽,合肥,,,,0,专科,民办,成功
2607,民办合肥经济技术职业学院,安徽省教育厅,安徽,合肥,,,,财经,专科,民办,本省未招生
2608,民办合肥滨湖职业技术学院,安徽省教育厅,安徽,合肥,,,,0,专科,民办,本省未招生
2609,阜阳科技职业学院,安徽省教育厅,安徽,阜阳,,,,0,专科,民办,本省未招生
2610,民办合肥财经职业学院,安徽省教育厅,安徽,合肥,,,,财经,专科,民办,本省未招生
2611,安徽涉外经济职业学院,安徽省教育厅,安徽,合肥,,,,0,专科,民办,本省未招生
2612,安徽绿海商务职业学院,安徽省教育厅,安徽,合肥,,,,0,专科,民办,本省未招生
2613,合肥共达职业技术学院,安徽省教育厅,安徽,合肥,,,,0,专科,民办,本省未招生
2614,蚌埠经济技术职业学院,安徽省教育厅,安徽,蚌埠,,,,0,专科,民办,成功
2615,民办安徽旅游职业学院,安徽省教育厅,安徽,阜阳,,,,0,专科,民办,本省未招生
2616,安徽现代信息工程职业学院,安徽省教育厅,安徽,淮南,,,,0,专科,民办,本省未招生
2617,安徽矿业职业技术学院,安徽省教育厅,安徽,淮北,,,,0,专科,民办,本省未招生
2618,合肥信息技术职业学院,安徽省教育厅,安徽,合肥,,,,0,专科,民办,本省未招生
2619,安徽扬子职业技术学院,安徽省教育厅,安徽,芜湖,,,,0,专科,民办,本省未招生
2620,合肥科技职业学院,安徽省教育厅,安徽,合肥,,,,0,专科,民办,本省未招生
2621,黄山健康职业学院,安徽省教育厅,安徽,黄山,,,,0,专科,民办,成功
2622,宿州航空职业学院,安徽省教育厅,安徽,宿州,,,,0,专科,民办,成功
2623,福建华南女子职业学院,福建省教育厅,福建,福州,,,,0,专科,民办,成功
2624,福州英华职业学院,福建省教育厅,福建,福州,,,,0,专科,民办,成功
2625,泉州纺织服装职业学院,福建省教育厅,福建,泉州,,,,0,专科,民办,成功
2626,泉州华光职业学院,福建省教育厅,福建,泉州,,,,综合,专科,民办,成功
2627,福州黎明职业技术学院,福建省教育厅,福建,福州,,,,0,专科,民办,本省未招生
2628,厦门演艺职业学院,福建省教育厅,福建,厦门,,,,0,专科,民办,成功
2629,厦门华天涉外职业技术学院,福建省教育厅,福建,厦门,,,,0,专科,民办,成功
2630,福州科技职业技术学院,福建省教育厅,福建,福州,,,,0,专科,民办,本省未招生
2631,福州软件职业技术学院,福建省教育厅,福建,福州,,,,综合,专科,民办,本省未招生
2632,厦门兴才职业技术学院,福建省教育厅,福建,厦门,,,,0,专科,民办,成功
2633,厦门软件职业技术学院,福建省教育厅,福建,厦门,,,,0,专科,民办,成功
2634,厦门南洋职业学院,福建省教育厅,福建,厦门,,,,综合,专科,民办,成功
2635,厦门东海职业技术学院,福建省教育厅,福建,厦门,,,,0,专科,民办,成功
2636,漳州科技职业学院,福建省教育厅,福建,漳州,,,,综合,专科,民办,成功
2637,漳州理工职业学院,福建省教育厅,福建,漳州,,,,综合,专科,民办,成功
2638,武夷山职业学院,福建省教育厅,福建,南平,,,,0,专科,民办,成功
2639,泉州海洋职业学院,福建省教育厅,福建,泉州,,,,理工,专科,民办,成功
2640,泉州轻工职业学院,福建省教育厅,福建,泉州,,,,综合,专科,民办,成功
2641,厦门安防科技职业学院,福建省教育厅,福建,厦门,,,,0,专科,民办,成功
